MSA,STORE,DEPT,DEPTDESC,STYPE,ORIG,ACTUAL,MARKDOWN
3360,7007,6006,INVEST  ,P,31897.5,26428.91,5468.59
3360,7007,6006,INVEST  ,R,4239.5,3335.86,903.64
3360,7007,6107,NOB     ,P,15241,11190.78,4050.22
3360,7007,6107,NOB     ,R,863,743.19,119.81
3360,7007,6400,BLUE    ,P,39470.5,37822.96,1647.54
3360,7007,6400,BLUE    ,R,2453.5,2326.03,127.47
3360,7007,6402,FREDERI ,R,839.48,695.85,143.63
3360,7007,6402,FREDERI ,P,29257.11,24322.23,4934.88
3360,7007,6404,ELLEN T ,R,2652.17,2143.45,508.72
3360,7007,6404,ELLEN T ,P,29342.79,21148.51,8194.28
3360,7007,6505,ST JOHN ,R,3173,2433.66,739.34
3360,7007,6505,ST JOHN ,P,51116,39410.24,11705.76
3360,7007,6601,MATTY M ,R,3409,3207.28,201.72
3360,7007,6601,MATTY M ,P,18438,16507.8,1930.2
3360,7007,7101,CAROLE  ,P,37667,26386.8,11280.2
3360,7007,7101,CAROLE  ,R,5985,4366.38,1618.62
3360,7007,7102,BCH     ,P,36880.48,22485.32,14395.16
3360,7007,7102,BCH     ,R,3805,2752.09,1052.91
3360,7007,7104,CARTERS ,R,1290.8,1257.6,33.2
3360,7007,7104,CARTERS ,P,23420.74,22443.28,977.46
3360,7007,7106,BRIOSO  ,P,49107.76,38154.36,10953.4
3360,7007,7106,BRIOSO  ,R,6740.98,5491.75,1249.23
3360,7007,7200,COFFRET ,R,750,735.05,14.95
3360,7007,7200,COFFRET ,P,8064.5,7711.05,353.45
3360,7007,7205,LOUISVL ,P,2958,3022.13,-64.13
3360,7007,7205,LOUISVL ,R,109,192.76,-83.76
3360,7007,7307,SIGRID O,P,29912,25153.75,4758.25
3360,7007,7307,SIGRID O,R,6631,5947.25,683.75
3360,7007,8000,ETERNIT ,P,19009.5,18683.5,326
3360,7007,8000,ETERNIT ,R,633,633,0
3360,7007,8101,ECHO    ,R,6131,4349.1,1781.9
3360,7007,8101,ECHO    ,P,49791,31037.32,18753.68
3360,7007,8104,COP KEY ,P,38,4.75,33.25
3360,7007,8104,COP KEY ,R,38,9.5,28.5
3360,7007,8305,NO FEAR ,P,13902,11787.53,2114.47
3360,7007,8305,NO FEAR ,R,1507,1265.9,241.1
3360,7007,8306,REEBOK  ,R,2860,2410.02,449.98
3360,7007,8306,REEBOK  ,P,22893,19285.34,3607.66
3360,7007,9000,ANNASUI ,R,607,607,0
3360,7007,9000,ANNASUI ,P,8612.5,8566.5,46
3360,7007,9105,LISLI   ,R,11783.5,9947.29,1836.21
3360,7007,9105,LISLI   ,P,92410,74558.87,17851.13
3360,7007,9306,SPERRY  ,R,5808.98,5293.22,515.76
3360,7007,9306,SPERRY  ,P,39768.81,34684.23,5084.58
3360,7007,9801,CATALIN ,R,86,21.5,64.5
3360,7007,9801,CATALIN ,P,118,77.61,40.39
3360,7107,800,CLINIQUE,P,125320,125245.06,74.94
3360,7107,800,CLINIQUE,R,6198.5,6194.65,3.85
3360,7107,801,LESLIE  ,R,7674,4368.97,3305.03
3360,7107,801,LESLIE  ,P,51501,27091.53,24409.47
3360,7107,1100,GARY F  ,R,3320,3320,0
3360,7107,1100,GARY F  ,P,36096.5,36051.7,44.8
3360,7107,1107,JACQUES ,R,3869.75,3473.64,396.11
3360,7107,1107,JACQUES ,P,26503.5,24619.98,1883.52
3360,7107,1202,CABERN  ,P,22108.51,17765.82,4342.69
3360,7107,1202,CABERN  ,R,1262.99,1052.51,210.48
3360,7107,1301,BE2     ,P,45570,27007.4,18562.6
3360,7107,1301,BE2     ,R,5766,3954.07,1811.93
3360,7107,1704,R LAUREN,P,30113.5,20511.69,9601.81
3360,7107,1704,R LAUREN,R,4601.5,3394.94,1206.56
3360,7107,1905,R & Y   ,R,5354,4816.27,537.73
3360,7107,1905,R & Y   ,P,55463,49754.94,5708.06
3360,7107,2102,CAB     ,R,1974,1917.24,56.76
3360,7107,2102,CAB     ,P,26057,23218.57,2838.43
3360,7107,2105,R TAYLOR,P,39568.7,29886.06,9682.64
3360,7107,2105,R TAYLOR,R,2201.9,1789.11,412.79
3360,7107,2107,MAI     ,P,16102.9,10818.42,5284.48
3360,7107,2107,MAI     ,R,948,728.68,219.32
3360,7107,2200,CELEBRT ,R,8401.5,8270.74,130.76
3360,7107,2200,CELEBRT ,P,152700.5,151838.45,862.05
3360,7107,2301,BEP     ,R,6483,5151.09,1331.91
3360,7107,2301,BEP     ,P,46300,28459.2,17840.8
3360,7107,2503,CHORUS  ,R,2665,1758.66,906.34
3360,7107,2503,CHORUS  ,P,16593,10250.84,6342.16
3360,7107,3100,4711,R,2590.5,2590.5,0
3360,7107,3100,4711,P,59428.5,59370,58.5
3360,7107,3102,CAMBIO  ,P,95135,75994.65,19140.35
3360,7107,3102,CAMBIO  ,R,12889,10431.47,2457.53
3360,7107,3103,COP     ,P,39391,30272.98,9118.02
3360,7107,3103,COP     ,R,5134,4675.36,458.64
3360,7107,3105,AUSTIN  ,R,4650,4718.3,-68.3
3360,7107,3105,AUSTIN  ,P,36920,31254,5666
3360,7107,3107,ONEIDA  ,P,13148.5,10433.38,2715.12
3360,7107,3107,ONEIDA  ,R,1052,769.95,282.05
3360,7107,3404,CITIZENS,P,31943.77,22834.38,9109.39
3360,7107,3404,CITIZENS,R,3515.15,2688,827.15
3360,7107,3701,LACOSTE ,P,41290,21393.14,19896.86
3360,7107,3701,LACOSTE ,R,5051,3101.26,1949.74
3360,7107,4303,ESPRIT  ,P,53644,37877.55,15766.45
3360,7107,4303,ESPRIT  ,R,8441,6592.19,1848.81
3360,7107,4400,BORA    ,R,724.5,724.5,0
3360,7107,4400,BORA    ,P,12595.5,11361.74,1233.76
3360,7107,4402,1928,R,11875.49,9272.35,2603.14
3360,7107,4402,1928,P,109996.46,78321.24,31675.22
3360,7107,4505,POLOMEN ,P,328045.5,235868.73,92176.77
3360,7107,4505,POLOMEN ,R,47335,35749.55,11585.45
3360,7107,4704,DKNY    ,R,3817,2565.33,1251.67
3360,7107,4704,DKNY    ,P,25239,14998.66,10240.34
3360,7107,4801,GOTTEX  ,R,1578,1505.75,72.25
3360,7107,4801,GOTTEX  ,P,13665,8622.53,5042.47
3360,7107,5100,COLOR   ,R,2897,2896.5,0.5
3360,7107,5100,COLOR   ,P,28886.5,28873.6,12.9
3360,7107,5102,P&Y     ,P,76834,66200.25,10633.75
3360,7107,5102,P&Y     ,R,7948,7179.62,768.38
3360,7107,5203,COLEHAAN,R,8133,6117.63,2015.37
3360,7107,5203,COLEHAAN,P,49388,35048.61,14339.39
3360,7107,5207,H SIERR ,R,4175,1658.14,2516.86
3360,7107,5207,H SIERR ,P,75420,26921.13,48498.87
3360,7107,5301,KAREN K ,P,42374,29177.25,13196.75
3360,7107,5301,KAREN K ,R,9231,6953.14,2277.86
3360,7107,5305,LIZ CLA ,R,6544.5,4640.33,1904.17
3360,7107,5305,LIZ CLA ,P,32572.98,20876.27,11696.71
3360,7107,5404,CARTIER ,R,1961.41,1530.41,431
3360,7107,5404,CARTIER ,P,28110.46,20492.25,7618.21
3360,7107,6006,INVEST  ,R,6344,5195.45,1148.55
3360,7107,6006,INVEST  ,P,46713.5,37861.26,8852.24
3360,7107,6107,NOB     ,R,1351,1196.61,154.39
3360,7107,6107,NOB     ,P,15427,11246.05,4180.95
3360,7107,6400,BLUE    ,P,48892,48202.52,689.48
3360,7107,6400,BLUE    ,R,3034.5,2989,45.5
3360,7107,6402,FREDERI ,P,43019.89,33656.68,9363.21
3360,7107,6402,FREDERI ,R,1091.49,923.52,167.97
3360,7107,6404,ELLEN T ,P,37237.01,26995.36,10241.65
3360,7107,6404,ELLEN T ,R,3401.92,2775.34,626.58
3360,7107,6505,ST JOHN ,R,4669.98,3473.2,1196.78
3360,7107,6505,ST JOHN ,P,51534,39269.31,12264.69
3360,7107,6601,MATTY M ,R,3883,3636.88,246.12
3360,7107,6601,MATTY M ,P,11311,10071.92,1239.08
3360,7107,7101,CAROLE  ,P,45088,30991.48,14096.52
3360,7107,7101,CAROLE  ,R,6858,5230.77,1627.23
3360,7107,7102,BCH     ,P,37628.99,26560.39,11068.6
3360,7107,7102,BCH     ,R,5721.99,4046.23,1675.76
3360,7107,7104,CARTERS ,R,1411.28,1423.66,-12.38
3360,7107,7104,CARTERS ,P,18816.18,17954,862.18
3360,7107,7106,BRIOSO  ,P,65578.61,49007.89,16570.72
3360,7107,7106,BRIOSO  ,R,9274.94,7211.07,2063.87
3360,7107,7200,COFFRET ,R,474.5,454.5,20
3360,7107,7200,COFFRET ,P,12685.5,12177.5,508
3360,7107,7205,LOUISVL ,R,827,811.8,15.2
3360,7107,7205,LOUISVL ,P,7829,7095.35,733.65
3360,7107,7307,SIGRID O,P,31607,23920.48,7686.52
3360,7107,7307,SIGRID O,R,6403,4850.11,1552.89
3360,7107,8000,ETERNIT ,P,19734.5,19422.7,311.8
3360,7107,8000,ETERNIT ,R,1053.5,1046.5,7
3360,7107,8101,ECHO    ,R,6454,4461.22,1992.78
3360,7107,8101,ECHO    ,P,49827.99,29896.6,19931.39
3360,7107,8305,NO FEAR ,P,32410,24454.73,7955.27
3360,7107,8305,NO FEAR ,R,4376,3697.6,678.4
3360,7107,8306,REEBOK  ,R,3885,3464.67,420.33
3360,7107,8306,REEBOK  ,P,24866,21062.07,3803.93
3360,7107,9000,ANNASUI ,P,4096.25,4040.4,55.85
3360,7107,9000,ANNASUI ,R,338.5,338.5,0
3360,7107,9105,LISLI   ,P,112082,86095.07,25986.93
3360,7107,9105,LISLI   ,R,13652.5,10334.51,3317.99
3360,7107,9306,SPERRY  ,R,6598.98,5656.05,942.93
3360,7107,9306,SPERRY  ,P,43264.82,37089.72,6175.1
3360,7107,9801,CATALIN ,P,0,22.5,-22.5
3360,7307,800,CLINIQUE,P,68859,68796.16,62.84
3360,7307,800,CLINIQUE,R,2297.5,2297.5,0
3360,7307,801,LESLIE  ,R,6791,3919.18,2871.82
3360,7307,801,LESLIE  ,P,44519,25901.29,18617.71
3360,7307,1100,GARY F  ,P,13235,13233,2
3360,7307,1100,GARY F  ,R,493,493,0
3360,7307,1107,JACQUES ,P,11950.25,10928.08,1022.17
3360,7307,1107,JACQUES ,R,1496.25,1345.88,150.37
3360,7307,1202,CABERN  ,P,11195.94,8724.55,2471.39
3360,7307,1202,CABERN  ,R,684,557.56,126.44
3360,7307,1301,BE2     ,R,4949,3304.38,1644.62
3360,7307,1301,BE2     ,P,40121,25357.34,14763.66
3360,7307,1704,R LAUREN,P,15349.5,10736.57,4612.93
3360,7307,1704,R LAUREN,R,2979,1993.42,985.58
3360,7307,1905,R & Y   ,R,2637,2287.59,349.41
3360,7307,1905,R & Y   ,P,25959.5,22207.86,3751.64
3360,7307,2102,CAB     ,P,18343,16810.12,1532.88
3360,7307,2102,CAB     ,R,1910,1799.25,110.75
3360,7307,2105,R TAYLOR,R,937.5,806.1,131.4
3360,7307,2105,R TAYLOR,P,19892.1,16521.02,3371.08
3360,7307,2107,MAI     ,P,15517,9039.54,6477.46
3360,7307,2107,MAI     ,R,770,461.22,308.78
3360,7307,2200,CELEBRT ,R,4146,4146,0
3360,7307,2200,CELEBRT ,P,58659.5,58541.3,118.2
3360,7307,2301,BEP     ,P,31003,17929.49,13073.51
3360,7307,2301,BEP     ,R,3840,2656.75,1183.25
3360,7307,2503,CHORUS  ,P,10701,6795.24,3905.76
3360,7307,2503,CHORUS  ,R,2248,1625.19,622.81
3360,7307,3100,4711,P,24859.5,24723.5,136
3360,7307,3100,4711,R,1981,1943.5,37.5
3360,7307,3102,CAMBIO  ,R,4962,4573.08,388.92
3360,7307,3102,CAMBIO  ,P,39688,30324.38,9363.62
3360,7307,3103,COP     ,P,31469,21647.8,9821.2
3360,7307,3103,COP     ,R,3429,3059.17,369.83
3360,7307,3105,AUSTIN  ,P,25545,18927.75,6617.25
3360,7307,3105,AUSTIN  ,R,2725,2279,446
3360,7307,3107,ONEIDA  ,R,505,479.95,25.05
3360,7307,3107,ONEIDA  ,P,9355,6648.35,2706.65
3360,7307,3404,CITIZENS,P,31541.54,22585.73,8955.81
3360,7307,3404,CITIZENS,R,3512.21,2447.55,1064.66
3360,7307,3701,LACOSTE ,P,32019,16641.3,15377.7
3360,7307,3701,LACOSTE ,R,3715,2093.9,1621.1
3360,7307,4303,ESPRIT  ,P,44539,32703.59,11835.41
3360,7307,4303,ESPRIT  ,R,8420,6553.28,1866.72
3360,7307,4400,BORA    ,R,526.5,526.5,0
3360,7307,4400,BORA    ,P,12311.5,11559.15,752.35
3360,7307,4402,1928,R,7100,6251.59,848.41
3360,7307,4402,1928,P,58100.48,46972.65,11127.83
3360,7307,4407,ENVIRON ,P,0,3,-3
3360,7307,4505,POLOMEN ,P,166532.5,113980.9,52551.6
3360,7307,4505,POLOMEN ,R,23666.5,16257.45,7409.05
3360,7307,4704,DKNY    ,P,20517.5,12354.2,8163.3
3360,7307,4704,DKNY    ,R,2509,1612.87,896.13
3360,7307,4801,GOTTEX  ,R,795,567,228
3360,7307,5102,P&Y     ,P,44188,39185.48,5002.52
3360,7307,5102,P&Y     ,R,3957,3632.64,324.36
3360,7307,5203,COLEHAAN,P,41143,28536.47,12606.53
3360,7307,5203,COLEHAAN,R,6682,4858.29,1823.71
3360,7307,5207,H SIERR ,P,55925,18851.22,37073.78
3360,7307,5207,H SIERR ,R,6950,2609.9,4340.1
3360,7307,5301,KAREN K ,R,3446,2549.19,896.81
3360,7307,5301,KAREN K ,P,20178,14283.64,5894.36
3360,7307,5305,LIZ CLA ,R,5281.49,3502.71,1778.78
3360,7307,5305,LIZ CLA ,P,36577.48,22494.16,14083.32
3360,7307,5404,CARTIER ,R,1850.11,1484.49,365.62
3360,7307,5404,CARTIER ,P,20658.98,15242.16,5416.82
3360,7307,6006,INVEST  ,P,30430,25161.89,5268.11
3360,7307,6006,INVEST  ,R,3609,3109.38,499.62
3360,7307,6107,NOB     ,R,799,718.53,80.47
3360,7307,6107,NOB     ,P,7399,5523.37,1875.63
3360,7307,6400,BLUE    ,R,1783,1773,10
3360,7307,6400,BLUE    ,P,23784,23570.62,213.38
3360,7307,6402,FREDERI ,R,496.97,423.85,73.12
3360,7307,6402,FREDERI ,P,22427.89,18571.35,3856.54
3360,7307,6404,ELLEN T ,R,3314.97,2526.26,788.71
3360,7307,6404,ELLEN T ,P,34342.09,24671.12,9670.97
3360,7307,6505,ST JOHN ,P,36022,27802.3,8219.7
3360,7307,6505,ST JOHN ,R,3339,2595.07,743.93
3360,7307,6601,MATTY M ,R,196,217.76,-21.76
3360,7307,6601,MATTY M ,P,69,69,0
3360,7307,7101,CAROLE  ,R,4372,3415.78,956.22
3360,7307,7101,CAROLE  ,P,39014,25410.66,13603.34
3360,7307,7102,BCH     ,P,23947.96,16289.97,7657.99
3360,7307,7102,BCH     ,R,3121,2577.99,543.01
3360,7307,7104,CARTERS ,P,17466.72,16448.43,1018.29
3360,7307,7104,CARTERS ,R,1085.75,1055.66,30.09
3360,7307,7106,BRIOSO  ,R,5867.97,4654.29,1213.68
3360,7307,7106,BRIOSO  ,P,40456.87,29944.29,10512.58
3360,7307,7200,COFFRET ,R,457.5,427.5,30
3360,7307,7200,COFFRET ,P,9774.5,8870,904.5
3360,7307,7205,LOUISVL ,R,70,40.81,29.19
3360,7307,7205,LOUISVL ,P,2136,1306,830
3360,7307,7307,SIGRID O,P,18289,13873.13,4415.87
3360,7307,7307,SIGRID O,R,6235,5178.94,1056.06
3360,7307,8000,ETERNIT ,R,645.5,638.5,7
3360,7307,8000,ETERNIT ,P,15050.5,14553,497.5
3360,7307,8101,ECHO    ,R,5680,3555.2,2124.8
3360,7307,8101,ECHO    ,P,44843,25356.31,19486.69
3360,7307,8305,NO FEAR ,R,3392,2596.8,795.2
3360,7307,8305,NO FEAR ,P,48086,33578.99,14507.01
3360,7307,8306,REEBOK  ,P,14981,12518.16,2462.84
3360,7307,8306,REEBOK  ,R,2005,1703.07,301.93
3360,7307,9000,ANNASUI ,R,27.5,27.5,0
3360,7307,9000,ANNASUI ,P,1184,1184,0
3360,7307,9105,LISLI   ,P,68578,51066.2,17511.8
3360,7307,9105,LISLI   ,R,7250.5,5653.88,1596.62
3360,7307,9306,SPERRY  ,R,1580.99,1219.17,361.82
3360,7307,9306,SPERRY  ,P,13556.9,11037.07,2519.83
3360,7407,800,CLINIQUE,R,4069,4069,0
3360,7407,800,CLINIQUE,P,84294.5,84242.65,51.85
3360,7407,801,LESLIE  ,R,5410,4372.56,1037.44
3360,7407,801,LESLIE  ,P,32651,20465.07,12185.93
3360,7407,1100,GARY F  ,P,21890.5,21862.08,28.42
3360,7407,1100,GARY F  ,R,1240,1223.5,16.5
3360,7407,1107,JACQUES ,R,3860.5,3785.1,75.4
3360,7407,1107,JACQUES ,P,18109.25,17253.76,855.49
3360,7407,1202,CABERN  ,R,638.69,495.28,143.41
3360,7407,1202,CABERN  ,P,12966.21,10467.28,2498.93
3360,7407,1301,BE2     ,P,57726,33782.78,23943.22
3360,7407,1301,BE2     ,R,6862,4727.67,2134.33
3360,7407,1704,R LAUREN,R,3681.5,2553.61,1127.89
3360,7407,1704,R LAUREN,P,25773.5,17192.06,8581.44
3360,7407,1905,R & Y   ,R,5408.5,4940.9,467.6
3360,7407,1905,R & Y   ,P,45961.75,40535.28,5426.47
3360,7407,2102,CAB     ,P,19575.12,18222.32,1352.8
3360,7407,2102,CAB     ,R,1832.06,1737.52,94.54
3360,7407,2105,R TAYLOR,R,1912.9,1597.87,315.03
3360,7407,2105,R TAYLOR,P,34754.9,29292.89,5462.01
3360,7407,2107,MAI     ,P,18698.95,11666.76,7032.19
3360,7407,2107,MAI     ,R,1342,1065.48,276.52
3360,7407,2200,CELEBRT ,P,91075,90978.45,96.55
3360,7407,2200,CELEBRT ,R,6557,6484.8,72.2
3360,7407,2301,BEP     ,R,8161,5338.5,2822.5
3360,7407,2301,BEP     ,P,52750,31833.2,20916.8
3360,7407,2503,CHORUS  ,R,2409,1733.2,675.8
3360,7407,2503,CHORUS  ,P,14116,8802.92,5313.08
3360,7407,3100,4711,R,1524,1599,-75
3360,7407,3100,4711,P,28930,28913.8,16.2
3360,7407,3102,CAMBIO  ,R,9853,8033.43,1819.57
3360,7407,3102,CAMBIO  ,P,77529.5,61178.43,16351.07
3360,7407,3103,COP     ,R,7104,5891.62,1212.38
3360,7407,3103,COP     ,P,51104,37143.83,13960.17
3360,7407,3105,AUSTIN  ,P,36740,32663.5,4076.5
3360,7407,3105,AUSTIN  ,R,3020,2521.25,498.75
3360,7407,3107,ONEIDA  ,R,2234,1681.03,552.97
3360,7407,3107,ONEIDA  ,P,11405,8528.17,2876.83
3360,7407,3404,CITIZENS,P,37670.41,26923.26,10747.15
3360,7407,3404,CITIZENS,R,3385.48,2630.25,755.23
3360,7407,3701,LACOSTE ,R,4599,3103.89,1495.11
3360,7407,3701,LACOSTE ,P,33721,17710.25,16010.75
3360,7407,4303,ESPRIT  ,P,48659,37246.38,11412.62
3360,7407,4303,ESPRIT  ,R,10364,8308.16,2055.84
3360,7407,4400,BORA    ,R,371.5,371.5,0
3360,7407,4400,BORA    ,P,4823.5,4210.1,613.4
3360,7407,4402,1928,P,59823.73,50055.58,9768.15
3360,7407,4402,1928,R,8476.24,7432.97,1043.27
3360,7407,4505,POLOMEN ,R,47873,35127.34,12745.66
3360,7407,4505,POLOMEN ,P,340289,246172.22,94116.78
3360,7407,4704,DKNY    ,R,3253,2049.87,1203.13
3360,7407,4704,DKNY    ,P,23073.5,13849.09,9224.41
3360,7407,4801,GOTTEX  ,R,1746,1479.92,266.08
3360,7407,4801,GOTTEX  ,P,10925,6501.1,4423.9
3360,7407,5100,COLOR   ,R,1476.5,1479,-2.5
3360,7407,5100,COLOR   ,P,23892,23880,12
3360,7407,5102,P&Y     ,R,8902,8182.65,719.35
3360,7407,5102,P&Y     ,P,63772,57373.78,6398.22
3360,7407,5203,COLEHAAN,P,50174,36279.4,13894.6
3360,7407,5203,COLEHAAN,R,5918,4535.54,1382.46
3360,7407,5207,H SIERR ,R,5205,1864.45,3340.55
3360,7407,5207,H SIERR ,P,73725,27895.34,45829.66
3360,7407,5301,KAREN K ,P,39716,29705.97,10010.03
3360,7407,5301,KAREN K ,R,10152,8884.39,1267.61
3360,7407,5305,LIZ CLA ,P,33206.32,20017.52,13188.8
3360,7407,5305,LIZ CLA ,R,4368.99,2910.23,1458.76
3360,7407,5404,CARTIER ,R,1879.66,1555.17,324.49
3360,7407,5404,CARTIER ,P,20498,15155.83,5342.17
3360,7407,6006,INVEST  ,P,40091.5,32751.4,7340.1
3360,7407,6006,INVEST  ,R,5692,4921.61,770.39
3360,7407,6107,NOB     ,P,12917,10419,2498
3360,7407,6107,NOB     ,R,2152,1815.24,336.76
3360,7407,6400,BLUE    ,R,2261.5,2259,2.5
3360,7407,6400,BLUE    ,P,25278.5,25218.51,59.99
3360,7407,6402,FREDERI ,R,1018.97,882.52,136.45
3360,7407,6402,FREDERI ,P,27102.1,23029.51,4072.59
3360,7407,6404,ELLEN T ,R,3791.57,2838.21,953.36
3360,7407,6404,ELLEN T ,P,40103.59,27951.96,12151.63
3360,7407,6505,ST JOHN ,P,48348,36012.71,12335.29
3360,7407,6505,ST JOHN ,R,4170,3307.28,862.72
3360,7407,6601,MATTY M ,R,3758,3303.43,454.57
3360,7407,6601,MATTY M ,P,19489,16317.71,3171.29
3360,7407,7101,CAROLE  ,P,45360,30517.07,14842.93
3360,7407,7101,CAROLE  ,R,6974,5123.64,1850.36
3360,7407,7102,BCH     ,P,29002,20864.45,8137.55
3360,7407,7102,BCH     ,R,4340,3236.14,1103.86
3360,7407,7104,CARTERS ,P,19494.81,18216.74,1278.07
3360,7407,7104,CARTERS ,R,1125.81,1095.51,30.3
3360,7407,7106,BRIOSO  ,P,73864.69,57537.23,16327.46
3360,7407,7106,BRIOSO  ,R,10011.97,8011.26,2000.71
3360,7407,7200,COFFRET ,R,888,838.75,49.25
3360,7407,7200,COFFRET ,P,9955.5,8632.95,1322.55
3360,7407,7205,LOUISVL ,R,85,85,0
3360,7407,7205,LOUISVL ,P,1169,707.5,461.5
3360,7407,7307,SIGRID O,R,7949.93,6159.51,1790.42
3360,7407,7307,SIGRID O,P,34514,27392.33,7121.67
3360,7407,8000,ETERNIT ,R,765,758,7
3360,7407,8000,ETERNIT ,P,11243,10961,282
3360,7407,8101,ECHO    ,P,47620,32228.11,15391.89
3360,7407,8101,ECHO    ,R,7691.99,5425.22,2266.77
3360,7407,8305,NO FEAR ,P,26923,19121.81,7801.19
3360,7407,8305,NO FEAR ,R,2273,1932.59,340.41
3360,7407,8306,REEBOK  ,P,29507,25149.84,4357.16
3360,7407,8306,REEBOK  ,R,4386,3795.28,590.72
3360,7407,9000,ANNASUI ,R,18,38,-20
3360,7407,9000,ANNASUI ,P,1974.5,1974.5,0
3360,7407,9105,LISLI   ,P,72938.5,54605.76,18332.74
3360,7407,9105,LISLI   ,R,8399.5,6777.65,1621.85
3360,7407,9306,SPERRY  ,P,35121.78,30104.4,5017.38
3360,7407,9306,SPERRY  ,R,3894.97,3422.24,472.73
3360,7507,800,CLINIQUE,P,104116.5,103991.65,124.85
3360,7507,800,CLINIQUE,R,4196.5,4196.5,0
3360,7507,801,LESLIE  ,P,80617,46477.62,34139.38
3360,7507,801,LESLIE  ,R,12369,7408.2,4960.8
3360,7507,1100,GARY F  ,P,31888,31469.88,418.12
3360,7507,1100,GARY F  ,R,2347,2347,0
3360,7507,1107,JACQUES ,P,29272.25,27011.93,2260.32
3360,7507,1107,JACQUES ,R,10059.25,9947.38,111.87
3360,7507,1202,CABERN  ,R,1065,865.61,199.39
3360,7507,1202,CABERN  ,P,20362.99,17187.87,3175.12
3360,7507,1301,BE2     ,P,52733,33220.95,19512.05
3360,7507,1301,BE2     ,R,7358.99,5033.53,2325.46
3360,7507,1704,R LAUREN,P,28058.5,19545.3,8513.2
3360,7507,1704,R LAUREN,R,4334,3132.61,1201.39
3360,7507,1905,R & Y   ,R,8498.5,7828.49,670.01
3360,7507,1905,R & Y   ,P,84900,75935.32,8964.68
3360,7507,2102,CAB     ,R,2310,2210.87,99.13
3360,7507,2102,CAB     ,P,28623,26586.15,2036.85
3360,7507,2105,R TAYLOR,P,61087.5,55703.33,5384.17
3360,7507,2105,R TAYLOR,R,3794,3333.81,460.19
3360,7507,2107,MAI     ,R,2233,1898.58,334.42
3360,7507,2107,MAI     ,P,23157.25,14278.52,8878.73
3360,7507,2200,CELEBRT ,R,6848,6813,35
3360,7507,2200,CELEBRT ,P,108989.5,108883.18,106.32
3360,7507,2301,BEP     ,R,5511,3869.83,1641.17
3360,7507,2301,BEP     ,P,44264,27767.36,16496.64
3360,7507,2503,CHORUS  ,P,14498,9138.53,5359.47
3360,7507,2503,CHORUS  ,R,3012,1850.55,1161.45
3360,7507,3100,4711,R,2059.5,2059.5,0
3360,7507,3100,4711,P,42482,42445,37
3360,7507,3102,CAMBIO  ,R,11999,10112.82,1886.18
3360,7507,3102,CAMBIO  ,P,82231,68665.7,13565.3
3360,7507,3103,COP     ,R,6260.5,5263.47,997.03
3360,7507,3103,COP     ,P,40440,31166.53,9273.47
3360,7507,3105,AUSTIN  ,P,82715,72836.65,9878.35
3360,7507,3105,AUSTIN  ,R,3470,3867.5,-397.5
3360,7507,3107,ONEIDA  ,P,13351.5,11094.88,2256.62
3360,7507,3107,ONEIDA  ,R,2694.5,2439.75,254.75
3360,7507,3404,CITIZENS,R,3516.25,2706.55,809.7
3360,7507,3404,CITIZENS,P,29095.91,21003.28,8092.63
3360,7507,3701,LACOSTE ,R,6312,3630.92,2681.08
3360,7507,3701,LACOSTE ,P,49080,28301.45,20778.55
3360,7507,4303,ESPRIT  ,R,7676,6420.65,1255.35
3360,7507,4303,ESPRIT  ,P,49329,37014.55,12314.45
3360,7507,4400,BORA    ,P,12948.5,12542.2,406.3
3360,7507,4400,BORA    ,R,664.5,664.5,0
3360,7507,4402,1928,R,15737.5,14228.27,1509.23
3360,7507,4402,1928,P,154771.46,129615.46,25156
3360,7507,4407,ENVIRON ,P,0,7.98,-7.98
3360,7507,4407,ENVIRON ,R,45,45,0
3360,7507,4505,POLOMEN ,P,519833.5,379649.33,140184.17
3360,7507,4505,POLOMEN ,R,82517.5,63464.52,19052.98
3360,7507,4704,DKNY    ,P,30539.5,19596.19,10943.31
3360,7507,4704,DKNY    ,R,3937.5,2674.4,1263.1
3360,7507,4801,GOTTEX  ,R,9834,7539.24,2294.76
3360,7507,4801,GOTTEX  ,P,57991,32802.84,25188.16
3360,7507,5100,COLOR   ,P,40046.5,40028.3,18.2
3360,7507,5100,COLOR   ,R,2974.5,2974.5,0
3360,7507,5102,P&Y     ,P,76463,67627.45,8835.55
3360,7507,5102,P&Y     ,R,8921,8038.88,882.12
3360,7507,5203,COLEHAAN,P,38677,27077.26,11599.74
3360,7507,5203,COLEHAAN,R,5612,4376.26,1235.74
3360,7507,5207,H SIERR ,R,4755,1978.74,2776.26
3360,7507,5207,H SIERR ,P,92075,35539.65,56535.35
3360,7507,5301,KAREN K ,P,55095,40889.67,14205.33
3360,7507,5301,KAREN K ,R,13633,11204.83,2428.17
3360,7507,5305,LIZ CLA ,P,63811,34962.2,28848.8
3360,7507,5305,LIZ CLA ,R,8371,5331.62,3039.38
3360,7507,5404,CARTIER ,P,21525.81,15936.51,5589.3
3360,7507,5404,CARTIER ,R,2493.19,2010.63,482.56
3360,7507,6006,INVEST  ,R,4775.49,4121.66,653.83
3360,7507,6006,INVEST  ,P,31519.5,26243.21,5276.29
3360,7507,6107,NOB     ,R,3217,2599.48,617.52
3360,7507,6107,NOB     ,P,18945,14887.74,4057.26
